OpenStack,dbaas,RESOURCE,instances,DELETE,/v1.0/{accountId}/instances/{instanceId}/databases/{databaseName},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Deletes a specified database.

OpenStack,dbaas,RESOURCE,databases,DELETE,/v1.0/{accountId}/instances/{instanceId}/databases/{databaseName},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Deletes a specified database.

OpenStack,dbaas,RESOURCE,instances,DELETE,/v1.0/{accountId}/instances/{instanceId}/users/{name},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Deletes a specified user for a specified database instance.

OpenStack,dbaas,RESOURCE,users,DELETE,/v1.0/{accountId}/instances/{instanceId}/users/{name},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Deletes a specified user for a specified database instance.

OpenStack,dbaas,RESOURCE,instances,DELETE,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Deletes a specified database instance, including any associated data.

OpenStack,dbaas,RESOURCE,instances,GET,/v1.0/{accountId}/instances/{instanceId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Shows database instance details.

OpenStack,dbaas,RESOURCE,flavors,GET,/v1.0/{accountId}/flavors,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Lists information for all available flavors.

OpenStack,dbaas,RESOURCE,flavors,GET,/v1.0/{accountId}/flavors/{flavorId},http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Shows flavor details.

OpenStack,dbaas,RESOURCE,instances,POST,/v1.0/{accountId}/instances/{instanceId}/action,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Restarts the database service on an instance.

OpenStack,dbaas,ACTION,action,POST,/v1.0/{accountId}/instances/{instanceId}/action,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Restarts the database service on an instance.

OpenStack,dbaas,RESOURCE,instances,POST,/v1.0/{accountId}/instances,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Creates a database instance.

OpenStack,dbaas,RESOURCE,instances,GET,/v1.0/{accountId}/instances,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Lists information, including status, for all database instances.

OpenStack,dbaas,RESOURCE,instances,POST,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Creates a user for a specified database instance.

OpenStack,dbaas,RESOURCE,instances,GET,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Lists the users in a specified database instance.

OpenStack,dbaas,RESOURCE,users,POST,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Creates a user for a specified database instance.

OpenStack,dbaas,RESOURCE,users,GET,/v1.0/{accountId}/instances/{instanceId}/users,http://rackerlabs.github.io/wadl2swagger/openstack/swagger/dbaas.json,Lists the users in a specified database instance.

